,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,HasBsmt,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1269,874,650,0,3,1Fam,460.0,0.0,0.0,0.0,414.0,Y,Feedr,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,0,CBlock,1,Typ,315.0,1.0,7.329093736246592,1,1,GasW,TA,1.5Fin,1270,1,TA,Lvl,Gtl,11344,Inside,Reg,0,50,RL,0,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.773080375655535,AllPub,0,1958,1958,2007
1270,1332,192,0,0,1Fam,1258.0,0.0,2.0,0.0,74.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,1,PConc,0,Typ,586.0,2.0,7.329093736246592,1,1,GasA,TA,1Story,1271,1,Gd,Low,Sev,23595,Inside,Reg,0,40,RL,0,4,ClearCr,0,6,7,Y,0,WdShake,Shed,Normal,WD,0,Pave,4,7.194436851100335,AllPub,268,1979,1979,2010
1271,1489,0,0,3,1Fam,0.0,0.0,0.0,0.0,1489.0,Y,PosN,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,1,CBlock,2,Typ,462.0,2.0,7.305860032684009,0,1,GasA,Gd,1Story,1272,1,Gd,Lvl,Gtl,9156,Inside,IR1,0,20,RL,0,8,NWAmes,0,7,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,7.305860032684009,AllPub,0,1968,1968,2009
1272,935,0,0,3,1Fam,560.0,375.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,0,CBlock,1,Typ,288.0,1.0,6.840546529288687,0,1,GasA,TA,1Story,1273,1,TA,Lvl,Gtl,13526,CulDSac,IR1,0,20,RL,0,11,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.840546529288687,AllPub,180,1965,1965,2006
1273,1357,0,0,2,1Fam,719.0,0.0,1.0,0.0,300.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,1,CBlock,1,Typ,312.0,1.0,7.213031659834869,0,1,GasA,Gd,SLvl,1274,1,Ex,Lvl,Gtl,11512,Corner,IR1,0,80,RL,0,5,Edwards,0,7,6,Y,0,CompShg,Gable,Normal,WD,163,Pave,5,6.926577033222725,AllPub,0,1959,2006,2008
1274,661,589,0,3,1Fam,0.0,0.0,0.0,0.0,661.0,Y,Norm,Norm,SBrkr,81,TA,TA,Wd Sdng,Wd Shng,1,PConc,2,Typ,552.0,2.0,7.1308988302963465,0,1,GasA,Ex,1.5Fin,1275,1,TA,Lvl,Gtl,5362,Corner,Reg,0,50,RL,0,11,Crawfor,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.493753839851686,AllPub,242,1910,2003,2007
1275,928,992,0,4,Duplex,220.0,0.0,0.0,0.0,708.0,Y,Feedr,Norm,FuseA,0,TA,TA,AsbShng,AsbShng,0,CBlock,2,Typ,400.0,2.0,7.560080465021827,0,1,GasA,Gd,2Story,1276,2,TA,Lvl,Gtl,11345,Corner,Reg,0,90,RL,0,7,NAmes,0,5,5,Y,0,Roll,Gable,Normal,WD,0,Pave,10,6.833031732786201,AllPub,0,1948,1950,2007
1276,735,660,0,3,1Fam,593.0,0.0,0.0,1.0,130.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,1,CBlock,1,Typ,497.0,2.0,7.240649694255466,1,1,GasA,TA,2Story,1277,1,TA,Lvl,Gtl,12936,CulDSac,IR1,0,60,RL,0,12,NWAmes,116,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.583409222158765,AllPub,294,1972,1972,2009
1277,1724,0,0,3,1Fam,528.0,0.0,1.0,0.0,1152.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,CBlock,1,Typ,480.0,2.0,7.452402451223638,1,1,GasA,Fa,SLvl,1278,1,TA,Lvl,Gtl,17871,CulDSac,IR1,0,80,RL,0,6,NWAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.426549072397305,AllPub,0,1967,1976,2009
1278,1128,903,0,3,1Fam,804.0,0.0,1.0,0.0,324.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,577.0,2.0,7.616283561580385,1,1,GasA,Ex,2Story,1279,1,Gd,Lvl,Gtl,9473,Inside,Reg,0,60,RL,0,3,CollgCr,211,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.028201432058005,AllPub,0,2002,2002,2008
1279,698,430,0,2,1Fam,0.0,0.0,0.0,0.0,698.0,Y,Norm,Norm,FuseA,164,Gd,TA,MetalSd,MetalSd,0,CBlock,1,Typ,528.0,2.0,7.028201432058005,0,1,GasA,TA,1.5Fin,1280,1,TA,Lvl,Gtl,7500,Inside,Reg,0,50,C (all),0,4,IDOTRR,0,4,4,Y,0,CompShg,Gable,Abnorml,COD,0,Pave,6,6.548219102762372,AllPub,30,1920,1950,2010
1280,1573,0,0,3,1Fam,788.0,0.0,1.0,0.0,785.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,544.0,2.0,7.360739903058278,0,1,GasA,Ex,1Story,1281,1,Gd,Lvl,Gtl,9808,Inside,IR1,0,20,RL,0,3,CollgCr,72,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.360739903058278,AllPub,0,2002,2002,2009
1281,1339,0,0,2,1Fam,1053.0,0.0,1.0,0.0,256.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,CBlock,2,Typ,484.0,2.0,7.199678345691172,0,1,GasA,TA,1Story,1282,1,TA,Lvl,Gtl,8049,CulDSac,IR1,0,20,RL,0,7,Timber,58,5,7,Y,0,CompShg,Hip,Normal,WD,90,Pave,6,7.1770187659099,AllPub,0,1990,1990,2006
1282,1040,0,0,3,1Fam,532.0,144.0,0.0,0.0,364.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,2,Typ,484.0,2.0,6.946975992135418,0,1,GasA,TA,1Story,1283,1,Gd,Lvl,Gtl,8800,Inside,IR1,0,20,RL,0,9,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,WD,288,Pave,5,6.946975992135418,AllPub,0,1977,2008,2009
1283,912,912,0,4,Duplex,0.0,0.0,0.0,0.0,912.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,Wd Shng,0,CBlock,2,Typ,0.0,0.0,7.508787170634276,2,1,GasA,TA,2Story,1284,2,TA,Low,Gtl,9400,Corner,Reg,0,90,RL,0,4,Mitchel,0,5,6,Y,0,CompShg,Mansard,Normal,WD,0,Pave,8,6.815639990074331,AllPub,128,1971,1971,2010
1284,1699,748,0,4,1Fam,0.0,0.0,0.0,0.0,804.0,Y,Feedr,Norm,SBrkr,42,TA,TA,Wd Sdng,Wd Shng,1,PConc,2,Min2,336.0,1.0,7.802618063442671,0,1,GasA,Ex,1.5Fin,1285,1,Gd,Lvl,Gtl,9638,Inside,Reg,0,50,RL,0,3,SWISU,0,7,6,Y,0,CompShg,Gable,Normal,WD,116,Pave,10,6.6895992691789665,AllPub,272,1919,1990,2010
1285,825,587,0,4,1Fam,0.0,0.0,0.0,0.0,780.0,Y,Norm,Norm,FuseF,0,Fa,TA,MetalSd,MetalSd,1,CBlock,1,Typ,280.0,1.0,7.252762418053187,0,1,GasA,Ex,1.5Fin,1286,1,TA,Lvl,Gtl,6000,Inside,Reg,0,50,RM,0,5,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.659293919683638,AllPub,45,1939,1950,2009
1286,1328,0,0,3,1Fam,569.0,81.0,1.0,0.0,678.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,2,CBlock,1,Typ,528.0,2.0,7.191429330036379,1,1,GasA,TA,1Story,1287,1,TA,Lvl,Gtl,9790,Inside,Reg,0,20,RL,0,6,NWAmes,26,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.191429330036379,AllPub,0,1963,1963,2010
1287,1582,0,0,4,1Fam,812.0,0.0,0.0,1.0,812.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,0,CBlock,2,Typ,390.0,2.0,7.366445148327599,0,1,GasA,Fa,1Story,1288,1,TA,Low,Mod,36500,Inside,IR1,0,20,RL,0,6,ClearCr,198,5,5,N,0,CompShg,Gable,Normal,WD,0,Pave,7,7.392647520721623,AllPub,168,1964,1964,2006
1288,1659,0,0,2,TwnhsE,1158.0,0.0,1.0,0.0,343.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,1,PConc,2,Typ,499.0,2.0,7.413970290190444,0,1,GasA,Ex,1Story,1289,1,Ex,Lvl,Gtl,5664,Inside,IR1,0,120,RL,0,10,StoneBr,59,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.313886831633462,AllPub,212,2000,2000,2009
1289,1120,850,0,3,1Fam,0.0,0.0,0.0,0.0,1085.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,753.0,3.0,7.585788821732034,1,1,GasA,Ex,2Story,1290,1,Ex,Lvl,Gtl,11065,Inside,IR1,0,60,RL,0,10,NridgHt,74,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,6.98933526597456,AllPub,177,2006,2006,2006
1290,1152,0,0,3,1Fam,1014.0,0.0,1.0,0.0,138.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,HdBoard,1,PConc,1,Typ,484.0,2.0,7.049254841255837,0,1,GasA,TA,SLvl,1291,1,TA,Lvl,Gtl,14112,Corner,IR1,0,80,RL,0,4,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.049254841255837,AllPub,227,1964,1964,2010
1291,630,672,0,3,Twnhs,231.0,0.0,0.0,0.0,399.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,0,CBlock,2,Typ,264.0,1.0,7.171656822768514,1,1,GasA,TA,2Story,1292,1,TA,Lvl,Gtl,1680,Inside,Reg,0,160,RM,0,2,BrDale,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.4457198193855785,AllPub,185,1972,1972,2009
1292,1378,994,0,4,1Fam,0.0,0.0,0.0,0.0,994.0,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,Stone,2,Min2,432.0,1.0,7.771488760117616,0,1,GasA,TA,2Story,1293,2,TA,Lvl,Gtl,6600,Corner,Reg,0,70,RM,0,12,OldTown,287,4,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,11,6.901737206656574,AllPub,0,1892,1965,2009
1293,832,832,0,4,1Fam,194.0,0.0,0.0,0.0,638.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,PConc,2,Typ,528.0,2.0,7.416979621381154,1,1,GasA,TA,2Story,1294,1,TA,Lvl,Gtl,10140,Inside,Reg,0,60,RL,0,3,NWAmes,28,5,7,Y,0,CompShg,Gable,Normal,WD,259,Pave,8,6.723832440821209,AllPub,0,1976,1976,2006
1294,864,0,0,2,1Fam,167.0,0.0,1.0,0.0,697.0,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Plywood,0,CBlock,1,Typ,572.0,2.0,6.761572768804055,0,1,GasA,TA,1Story,1295,1,TA,Lvl,Gtl,8172,Inside,Reg,0,20,RL,0,4,Edwards,0,7,5,N,0,CompShg,Hip,Normal,WD,0,Pave,5,6.761572768804055,AllPub,0,1955,1990,2006
1295,1052,0,0,3,1Fam,1016.0,0.0,1.0,0.0,36.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,288.0,1.0,6.9584483932976555,1,1,GasA,Gd,1Story,1296,1,TA,Lvl,Gtl,8400,Inside,Reg,0,20,RL,0,11,NAmes,0,5,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.9584483932976555,AllPub,356,1968,1968,2006
1296,1128,0,0,3,1Fam,776.0,0.0,1.0,0.0,344.0,Y,Norm,Norm,SBrkr,123,Gd,TA,MetalSd,MetalSd,0,CBlock,2,Typ,525.0,2.0,7.028201432058005,0,1,GasA,Gd,1Story,1297,1,TA,Lvl,Gtl,8700,Inside,Reg,0,20,RL,0,12,NAmes,20,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.02108396428914,AllPub,192,1963,1963,2008
1297,1072,0,0,2,TwnhsE,547.0,0.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,2,Typ,525.0,2.0,6.977281341630747,0,1,GasA,Gd,SFoyer,1298,1,TA,Lvl,Gtl,3675,Inside,Reg,0,180,RM,0,6,Edwards,44,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,5,6.304448802421981,AllPub,0,2005,2006,2006
1299,1246,0,0,3,1Fam,340.0,906.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,0,CBlock,1,Typ,305.0,1.0,7.1276936993473985,1,1,GasA,Ex,1Story,1300,1,Gd,Lvl,Gtl,7500,Inside,Reg,0,20,RL,0,5,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.1276936993473985,AllPub,218,1959,1994,2010
1300,1005,978,0,3,1Fam,694.0,0.0,0.0,0.0,284.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,490.0,2.0,7.592366128519796,1,1,GasA,Ex,2Story,1301,1,Gd,Lvl,Gtl,10762,CulDSac,IR1,0,60,RL,0,5,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,6.885509670034818,AllPub,0,1999,1999,2009
1301,753,741,0,3,1Fam,547.0,0.0,0.0,0.0,224.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,2,CBlock,1,Typ,213.0,1.0,7.309212365692763,0,1,GasA,Fa,2Story,1302,1,Gd,Bnk,Gtl,7500,Inside,IR1,0,70,RL,0,11,Crawfor,0,7,6,P,0,CompShg,Gable,Normal,WD,224,Pave,7,6.647688373563329,AllPub,0,1942,1950,2009
1302,1203,1323,0,4,1Fam,740.0,0.0,1.0,0.0,425.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,844.0,3.0,7.8343923029104365,1,1,GasA,Ex,2Story,1303,1,Gd,Lvl,Gtl,10120,Inside,Reg,0,60,RL,0,12,NoRidge,78,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,7.060476365999801,AllPub,309,1994,1994,2006
1303,1616,0,0,3,1Fam,0.0,0.0,0.0,0.0,1616.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,834.0,3.0,7.38770923908104,0,1,GasA,Ex,1Story,1304,1,Gd,Lvl,Gtl,8688,Inside,Reg,0,20,RL,0,4,Somerst,59,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.38770923908104,AllPub,208,2005,2005,2006
1304,976,732,0,3,TwnhsE,0.0,0.0,0.0,0.0,976.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Maj1,380.0,2.0,7.443078374348516,0,1,GasA,Ex,2Story,1305,1,Gd,Lvl,Gtl,3363,Inside,Reg,0,160,RM,0,4,Edwards,40,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.883462586413092,AllPub,0,2004,2004,2006
1305,1652,0,0,2,1Fam,1572.0,0.0,1.0,0.0,80.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,2,PConc,2,Typ,840.0,2.0,7.409741954080923,0,1,GasA,Ex,1Story,1306,1,Ex,Lvl,Gtl,13173,Corner,IR1,0,20,RL,0,11,NridgHt,102,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.409741954080923,AllPub,404,2006,2007,2009
1306,1368,0,0,2,TwnhsE,0.0,0.0,0.0,0.0,1368.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,474.0,2.0,7.221105098182496,0,1,GasA,Ex,1Story,1307,1,Gd,Lvl,Gtl,6955,Inside,IR1,0,120,RL,0,9,NridgHt,35,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,7.221105098182496,AllPub,132,2005,2006,2006
1307,990,0,0,3,1Fam,746.0,0.0,1.0,0.0,244.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,0,PConc,1,Typ,480.0,2.0,6.897704943128636,0,1,GasA,Ex,1Story,1308,1,TA,Lvl,Gtl,8072,Inside,Reg,0,20,RL,0,5,CollgCr,64,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.897704943128636,AllPub,0,1994,1995,2009
1308,1122,0,0,2,1Fam,144.0,608.0,1.0,0.0,172.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,0,CBlock,1,Typ,528.0,2.0,7.022868086082641,0,1,GasA,Ex,1Story,1309,1,Gd,Lvl,Gtl,12000,Inside,Reg,0,20,RM,0,5,OldTown,36,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.828712071641684,AllPub,0,1948,2005,2008
1309,1294,0,0,3,1Fam,1200.0,0.0,1.0,0.0,78.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,2,Typ,496.0,2.0,7.165493475060845,0,1,GasA,Gd,1Story,1310,1,Gd,Lvl,Gtl,7153,Inside,Reg,0,20,RL,0,6,SawyerW,51,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.15305163493748,AllPub,112,1991,1991,2008
1310,1902,0,0,3,1Fam,1406.0,0.0,1.0,0.0,496.0,Y,PosA,Norm,SBrkr,162,Gd,Gd,BrkFace,HdBoard,2,PConc,2,Typ,567.0,2.0,7.550661243105336,0,1,GasA,TA,1Story,1311,1,Ex,Lvl,Gtl,17500,Inside,Reg,0,20,RL,0,5,Crawfor,207,8,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.550661243105336,AllPub,0,1959,2002,2010
1311,1274,0,0,3,1Fam,925.0,0.0,1.0,0.0,349.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,508.0,2.0,7.149916836132109,0,1,GasA,Ex,1Story,1312,1,Gd,Lvl,Gtl,8814,Inside,Reg,0,20,RL,0,1,CollgCr,98,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,7.149916836132109,AllPub,264,2005,2007,2007
1312,1453,1357,0,4,1Fam,482.0,0.0,0.0,0.0,971.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,1,PConc,2,Typ,750.0,2.0,7.940939762327791,1,1,GasA,Ex,2Story,1313,1,Gd,Lvl,Gtl,9572,Inside,IR1,0,60,RL,0,6,NoRidge,0,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.2813856635702825,AllPub,500,1990,1990,2007
1313,1422,1177,0,4,1Fam,0.0,0.0,0.0,0.0,1393.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,779.0,3.0,7.8628820346414905,1,1,GasA,Ex,2Story,1314,1,Gd,Lvl,Gtl,14774,Corner,IR1,0,60,RL,0,5,NoRidge,30,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,7.239214973779806,AllPub,668,1999,1999,2010
1314,948,0,0,3,1Fam,732.0,0.0,1.0,0.0,216.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,1,Typ,280.0,1.0,6.854354502255021,0,1,GasA,Ex,1Story,1315,1,TA,Lvl,Gtl,8190,Inside,Reg,0,20,RL,0,10,Edwards,36,6,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.854354502255021,AllPub,0,1954,1954,2007
1315,1092,1020,0,4,1Fam,500.0,276.0,0.0,0.0,176.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,2,CBlock,2,Typ,576.0,2.0,7.655390644826152,1,1,GasA,TA,2Story,1316,1,TA,Lvl,Gtl,11075,Inside,Reg,0,60,RL,0,6,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,6.858565034791365,AllPub,280,1969,1969,2008
1316,1630,0,0,3,1Fam,0.0,0.0,1.0,0.0,1622.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,860.0,3.0,7.396335293800808,0,1,GasA,Ex,1Story,1317,1,Ex,Lvl,Gtl,10226,Inside,IR1,0,20,RL,0,1,CollgCr,42,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,7.3914152346753585,AllPub,172,2008,2008,2009
1317,1352,0,0,2,TwnhsE,0.0,0.0,0.0,0.0,1352.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,466.0,2.0,7.20934025660291,0,1,GasA,Ex,1Story,1318,1,Gd,Lvl,Gtl,4230,Corner,Reg,0,120,FV,0,4,Somerst,241,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.20934025660291,AllPub,0,2006,2007,2007
1318,1787,0,0,3,1Fam,0.0,0.0,0.0,0.0,1753.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,748.0,3.0,7.488293515159428,0,1,GasA,Ex,1Story,1319,1,Gd,Lvl,Gtl,14781,CulDSac,IR2,0,20,RL,0,8,CollgCr,150,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,7.469083884921234,AllPub,198,2001,2002,2006
1319,948,0,0,3,1Fam,492.0,0.0,0.0,0.0,372.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,PConc,1,Typ,248.0,1.0,6.854354502255021,0,1,GasA,Ex,1Story,1320,1,TA,Bnk,Gtl,10215,Inside,Reg,0,20,RL,0,2,Edwards,0,5,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.761572768804055,AllPub,0,1954,1954,2007
1320,1478,0,0,3,1Fam,189.0,661.0,1.0,0.0,628.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,2,CBlock,1,Typ,442.0,2.0,7.298445101508147,1,1,GasA,Gd,1Story,1321,1,TA,Lvl,Gtl,8400,Inside,Reg,0,20,RL,0,6,NAmes,0,3,6,Y,0,CompShg,Hip,Normal,WD,216,Pave,6,7.298445101508147,AllPub,114,1957,1957,2009
1321,720,0,0,2,1Fam,0.0,0.0,0.0,0.0,0.0,N,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,CBlock,1,Typ,287.0,1.0,6.579251212010101,0,0,Floor,TA,1Story,1322,1,TA,Lvl,Gtl,6627,Corner,IR1,0,20,RL,0,7,BrkSide,0,6,3,Y,0,CompShg,Hip,Normal,WD,0,Pave,4,0.0,AllPub,0,1949,1950,2008
1322,1061,862,0,3,1Fam,674.0,0.0,1.0,0.0,76.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,1,PConc,2,Typ,564.0,2.0,7.56164174558878,1,1,GasA,Ex,2Story,1323,1,Gd,Lvl,Gtl,10186,Inside,IR1,0,60,RL,0,6,NoRidge,39,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.620073206530356,AllPub,240,1992,1992,2010
1323,708,0,0,2,1Fam,280.0,0.0,0.0,0.0,140.0,Y,Norm,Norm,SBrkr,0,TA,Fa,VinylSd,VinylSd,0,CBlock,1,Typ,0.0,0.0,6.56244409369372,0,1,GasA,Gd,1Story,1324,1,Fa,HLS,Gtl,5330,Inside,Reg,0,30,RL,0,12,BrkSide,0,7,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.040254711277414,AllPub,164,1940,1950,2009
1324,1795,0,0,2,1Fam,0.0,0.0,0.0,0.0,1795.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,895.0,3.0,7.492760300922379,0,1,GasA,Ex,1Story,1325,1,Gd,Lvl,Gtl,9986,Inside,Reg,0,20,RL,0,2,Somerst,49,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,7.492760300922379,AllPub,0,2006,2007,2007
1325,796,0,0,2,1Fam,0.0,0.0,0.0,0.0,796.0,N,Norm,Norm,SBrkr,100,TA,TA,AsbShng,AsbShng,0,BrkTil,1,Typ,0.0,0.0,6.679599185844383,0,1,GasA,Fa,1Story,1326,1,TA,Lvl,Gtl,3636,Inside,Reg,0,30,RM,0,1,IDOTRR,0,4,4,N,0,CompShg,Gable,Normal,WD,0,Pave,5,6.679599185844383,AllPub,0,1922,1950,2008
1326,774,0,0,3,1Fam,544.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,SBrkr,286,TA,TA,MetalSd,MetalSd,0,BrkTil,1,Typ,0.0,0.0,6.651571873589727,0,1,GasA,Ex,1Story,1327,1,Gd,Bnk,Mod,4270,Inside,Reg,0,30,RH,0,5,Edwards,0,6,3,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.298949246855942,AllPub,0,1931,2006,2007
1327,816,0,0,3,1Fam,641.0,0.0,0.0,1.0,175.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,1,CBlock,1,Typ,264.0,1.0,6.704414354964107,0,1,GasA,Ex,1Story,1328,1,Gd,Lvl,Gtl,6600,Inside,Reg,0,20,RL,0,10,Mitchel,0,9,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.704414354964107,AllPub,0,1982,2008,2008
1328,1584,1208,0,5,1Fam,493.0,0.0,0.0,0.0,1017.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,BrkFace,Wd Sdng,2,BrkTil,2,Mod,520.0,2.0,7.934513463882263,0,1,GasW,Ex,1.5Fin,1329,1,TA,Lvl,Gtl,10440,Corner,Reg,0,50,RM,1150,6,OldTown,547,7,6,Y,0,CompShg,Gable,Normal,WD,480,Pave,8,7.31986492980897,AllPub,0,1920,1950,2008
1329,955,677,0,3,1Fam,0.0,0.0,0.0,0.0,935.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,462.0,2.0,7.397561535524052,1,1,GasA,Gd,2Story,1330,1,TA,Lvl,Gtl,9084,Inside,IR1,0,60,RL,0,6,Gilbert,28,5,7,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,6.840546529288687,AllPub,0,1998,1998,2006
